id_buku,judul_buku,id_penulis,id_penerbit,id_kategori,ISBN,tahun_terbit,jumlah_halaman,link_buku,deskripsi
N123029,Psikologi Sastra,PN431,PE300,N123,9.79E+12,Tanggal terbit tidak tersedia,330,https://play.google.com/store/books/details?id=J5FMDAAAQBAJ&source=gbs_api,"Sebuah karya sastra merupakan kisahan yang senantiasa bergumul dengan para tokoh fiksional yang diciptakan oleh si pengarang. Agar ceritera lebih menarik, si pengarang kerap kali menampilkan perilaku para tokoh dengan kepribadian yang tidak lazim, aneh, atau abnormal, sehingga menimbulkan berbagai perasaan bagi para pembaca. Tidak jarang para pembaca bertanya-tanya, mengapa si tokoh berperilaku demikian, apa yang terjadi pada dirinya, apa penyebabnya, dan apa pula akibat dari semua ini. Bahwasanya masalah perilaku mungkin saja terkait dengan masalah kejiwaan, maka kisahan semacam ini dapat merupakan masalah psikologis. Oleh karena itu, dalam buku yang merupakan hasil penelitian tentang karya-karya sastra Inggris dan Amerika yang bermutu ini, penulis menampilkan beberapa kasus para tokoh fiksional yang mencerminkan konsep-konsep yang terdapat dalam Psikologi Sastra. Para tokoh dimaksud terdapat dalam karya-karya sastra Inggris dan Amerika ciptaan Nathaniel Hawthorne, Eugene O'Neil, Theodore Dreiser, dan D.H. Lawrence. dalam buku ini dibahas pula para tokoh yang mencerminkan beberapa konsep yang terdapat dalam Psikologi Sastra, misalnya konsep-konsep: Oedipus Complex, Electra Complex, Naluri Kematian, rasa Bersalah, Agresivitas, Halusinasi, Konflik Batin, rasa Malu, dan sebagainya. Selain itu, dibahas pula pencerminan Teori Kebutuhan Bertingkat dari Abraham Maslow yang mencakup kebutuhan fisiologis, rasa aman, rasa memiliki dan dicintai, rasa harga diri, dan aktualisasi diri. Selama ini telaah karya sastra melalui pendekatan Psikologi Sastra sering diperdebatkan karena kerap kali hakikat sastra menjadi hilang, telaah sastra seakan-akan menjadi telaah Psikologi. Oleh karena itu, agar telaah sastra psikologis tidak meninggalkan hakikat analisis suatu karya sastra, maka pencerminan berbagai konsep psikologi di atas perlu disampaikan melalui metode perwatakan yang biasa digunakan dalam telaah sastra. Metode-metode tersebut misalnya, telling (langsung), showing(tidak langsung), gaya bahasa bahasa (figurative language): simile, matafor, personifikasi, , dan sudut pandang (point of view). Pembahasan dalam buku ini dapat dijadikan bahan acuan bagi para peneliti, karena paparannya cukup jelas dan terperinci, sehingga buku ini akan bermanfaat bagi para peneliti yang berminat menganalisis suatu karya sastra dalam bahasa apapun."
N123030,Psikologi ketenangan hati,PN432,PE301,N123,9.79E+12,Tanggal terbit tidak tersedia,166,http://books.google.co.id/books?id=W_9LPgAACAAJ&dq=Psikologi&hl=&source=gbs_api,Deskripsi tidak tersedia
N123031,Teori Psikologi Kepribadian Manusia,PN433,PE302,N123,9.79E+12,9/21/2020,352,https://play.google.com/store/books/details?id=UCn-DwAAQBAJ&source=gbs_api,"Di Indonesia maupun Negara di seluruh belahan dunia saat ini menghadapi beragam isu-isu sosial berkaitan dengan bullying, transgender, terorisme, bom bunuh diri, kenakalan remaja, tindak kriminalitas, maupun perilaku-perilaku menyimpang lainnya. Apa yang menyebabkan perilaku individu demikian?. Motif apa yang mendorong perilaku tersebut muncul?. Apakah individu sadar akan apa yang mereka lakukan hingga rela melakukan mengorbankan dirinya dan rela membunuh orang lain yang tidak bersalah?. Apakah mereka terlahir sebagai manusia yang memiliki potensi buruk ataukah potensi baik?. Apakah yang individu lakukan tersebut perilakunya dipengaruhi oleh masa lalu, masa sekarang, ataukah yang akan datang?. Apakah kepribadian baik atau buruk itu dipengaruhi oleh faktor bawaan/hereditas ataukah lingkungan?. Bila Anda membaca Biografi kaum teroris dan sejarah personal mereka menujukkan pengalaman hidup tertentu secara umum yang ditemukan pada kaum teroris adalah tema-tema persepsi tentang ketidakadilan, keterhinaan, kebutuhan jiwa akan rasa bangga (Self-esteem) serta karena keturunan keluarga agama radikal, sejarah pengalaman kekerasan dan trauma agaknya sesuatu yang umum pada mereka. Dari analisa Prof.Sarlito Wirawan Sarwono atas beberapa gambar yang dibuat oleh para mantan teroris adalah adanya bibit agresivitas dari seorang teroris cenderung sudah merasuk sejak usia dini dan bukan karena proses pencucian otak (Brain Washing) ketika mereka dewasa dan mulai mengenal ajaran terorisme. Wawancara dengan masyarakat setempat menunjukkan bahwa terduga pelaku teroris dikenal memiliki kepribadian yang baik (alim, sopan, tekun beribadah, sholeh). Lantas bagaimana sebagai seorang profesional untuk bisa memberikan pernyataan publik yang tepat ke masyarakat mengenai profil dan dinamika pelaku teroris ini?. Teori Psikologi Kepribadian sebagai landasan penting yang penting untuk memahami, menggambarkan, serta meramalkan perilaku. Mahasiswa strata satu (sarjana psikologi) harus lebih dulu memiliki wawasan yang matang dan mendalam berkaitan dengan teori psikologi kepribadian sebelum mereka mempelajari asesmen kepribadian. Buku teks ini akan mempemudah mahasiswa maupun para pendidik untuk mempelajari beragam teori psikologi kepribadian yang masing-masing teori telah dirinci dari aspek konsep teori kepribadian, struktur kepribadian, dinamika kepribadian, dan perkembangan kepribadian serta pada masing-masing teori telah disediakan contoh-contoh kasus riil akan gambaran kepribadian."
N123032,Psikoanalisis dan Agama,PN434,PE302,N123,9.79E+12,Tanggal terbit tidak tersedia,172,https://play.google.com/store/books/details?id=ey21DwAAQBAJ&source=gbs_api,"Orang-orang pergi ke gereja dan mendengarkan khotbah yang bercerita tentang cinta dan amal baik, dan orang-orang yang sama itu pula adalah orang yang akan menganggap diri mereka bodoh atau lebih buruk dari itu jika mereka merasa ragu untuk menjual suatu komoditas yang mereka tahu bahwa pelanggan tidak akan mampu membelinya. Anak-anak di sekolah Minggu belajar bahwa kejujuran, integritas, dan kebaikan jiwa harus menjadi prinsip-prinsip kehidupan mereka padahal kehidupan mengajarkan kepada kita bahwa mengikuti prinsip-prinsip kehidupan seperti itu hanya akan mengantarkan kita menjadi para pemimpi yang paling tidak realistis. Buku ini dapat dianggap sebagai kelanjutan atas pemikiran dan pandangan yang tertuang dalam buku berjudul Man for Himself, sebuah penyelidikan tentang psikologi etika. Etika dan agama sangat berhubungan erat sehingga sering kali tumpang tindih. Dalam Man for Himself, saya sepenuhnya menekankan pada pembahasan etika, sedangkan dalam buku ini, saya mencoba fokus pada persoalan agama. Pandangan-pandangan yang diungkapkan dalam buku ini tidak bermaksud mewakili pandangan psikoanalisis. Ada banyak psikoanalis yang mempraktikkan agama, dan banyak pula psikoanalis yang menganggap minat beragama sebagai gejala konflik emosional yang belum terselesaikan. Posisi psikoanalis yang diambil dalam buku ini berbeda dari kedunya dan lebih banyak mewakili cara pandang psikoanalis kelompok ketiga. Erich Fromm"
N123033,Psikologi Pendidikan,PN435,PE302,N123,9.79E+12,Tanggal terbit tidak tersedia,175,https://play.google.com/store/books/details?id=iq5oDwAAQBAJ&source=gbs_api,"Untuk memenuhi kebutuhan akan psikologi terapan dengan pendekatan baru itulah, buku Psikologi Pendidikan ini disusun dengan harapan dapat memberikan kontribusi yang berarti dan memantapkan kualitas kompetensi calon guru dan guru serta dosen profesional yang bertugas pada jenjang masing-masing."
N123034,Psikologi lingkungan dan pembangunan,PN435,PE302,N123,9.79E+12,Tanggal terbit tidak tersedia,236,http://books.google.co.id/books?id=ScHbswEACAAJ&dq=Psikologi&hl=&source=gbs_api,Deskripsi tidak tersedia
N123035,Psikologi Belajar,PN436,PE302,N123,9.79E+12,4/10/2019,173,https://play.google.com/store/books/details?id=BA-fDwAAQBAJ&source=gbs_api,"Belajar adalah suatu kata yang sudah akrab dengan semua lapisan masyarakat. Masalah pengertian belajar ini, para ahli psikologi dan pendidikan mengemukakan rumusan yang berlainan sesuai dengan bidang keahlian mereka masing-masing. James O. Whittaker, misalnya, merumuskan belajar sebagai proses di mana tingkah laku ditimbulkan atau diubah melalui latihan atau pengalaman. Cronbach berpendapat bahwa learning is shown by change in behavior as a result of experience. Belajar sebagai suatu aktivitas yang ditunjukkan oleh perubahan tingkah laku sebagai hasil dari pengalaman."
N123036,Psikologi Kepribadian,PN437,PE302,N123,9.79E+12,Tanggal terbit tidak tersedia,350,https://play.google.com/store/books/details?id=ZuB0DwAAQBAJ&source=gbs_api,Deskripsi tidak tersedia
N123037,Buku Sakti Membaca Karakter,PN438,PE302,N123,9.79E+12,7/27/2020,Jumlah halaman tidak tersedia,http://books.google.co.id/books?id=KGbZzwEACAAJ&dq=Psikologi&hl=&source=gbs_api,"Ketika bertemu seseorang untuk pertama kalinya pada umumnya pikiran kita sudah pasti dipenuhi oleh rasa penasaran tentang bagaimana sifat karakter dan pemikiran orang tersebut. Mengenal karakter orang, memudahkan kita untuk berkomunikasi dan beradaptasi dengannya. Bahkan, bisa jadi menjadi sahabat atau pasangannya. Buku ini akan membantu anda untuk bisa mengetahui karakter seseorang berdasarkan apa yang terlihat. Isi dari buku ini telah disusun secara sistematis sehingga memudahkan pembaca dalam memahami materinya. Sinopsis Bisakah seseorang membaca pikiran orang lain? Bisakah seseorang mengetahui karakter dan kepribadian orang lain bahkan sebelum terjadi interaksi antara dua orang tersebut? Barangkali Anda adalah satu dari sekian banyak orang yang berharap diberi kemampuan membaca pikiran, maka pikiran siapa yang akan Anda baca pertama kali? Buku ini akan membantu Anda menyingkap rahasia terdalam lawan bicara Anda; apa yang mereka pikirkan, apa yang mereka rasakan, bahkan karakter seperti apa yang sebetulnya mereka pendam. Melalui ilmu psikologi yang terbukti keakuratannya, Anda dapat mengerti karakter orang lain hanya dari fitur wajah, gerak tubuh, golongan darah, hingga kebiasaan bermedia sosial. Anda ingin mengetahui apakah seseorang sedang marah, bosan, merasa arogan, atau tertarik kepada Anda? Baca buku ini. Anda akan tahu rahasia mereka dalam sekejap! Keterangan Jumlah Halaman : 282 Penerbit : Psikologi Corner Tanggal Terbit : 28 Jul 2020 Berat : 0.225 kg ISBN : 9786232440920 Lebar : 14.0 cm Panjang : 20.0 cm Bahasa : Indonesia"
N123038,Psikologi Gizi Dan Kesehatan,PN439,PE302,N123,9.79E+12,4/6/2023,Jumlah halaman tidak tersedia,http://books.google.co.id/books?id=sjQD0AEACAAJ&dq=Psikologi&hl=&source=gbs_api,"Psikologi Gizi & Kesehatan Psikologi Gizi dan Kesehatan adalah cabang dari ilmu psikologi yang mengkaji kaitan antara faktor psikologis dengan gizi serta manifestasinya pada kesehatan. Hal tersebut tidak terlepas dari segala aspek baik biologis, sosial, dan budaya yang terikat pada setiap individu. Tujuan dari mempelajari ilmu ini adalah untuk membahas dari sisi psikologis terkait pemilihan makanan, perkembangan selera makan menurut usia, perilaku makan, preferensi terhadap makanan, dan body image serta body dissatisfaction. Lebih dalam akan dipelajari bagaimana manfaat ulasan tersebut dalam pelaksanaan promosi kesehatan dan penerapan terapi gizi. Ruang lingkup psikologi gizi dan kesehatan yang dibahas meliputi konsep sehat-sakit serta tujuan mempelajari psikologi gizi dan kesehatan, budaya makanan, pemilihan makanan yang berhubungan dengan pikiran dan berbagai model terkait pemilihan makanan, perkembangan selera makan menurut perkembangan usia dari balita hingga lanjut usia, makanan sehat dan diet sehat, kaitan mood dan emosi dalam pemilihan makanan, pengaruh sosial dalam pemilihan makanan, pengaruh ilmu pengetahuan dan teknologi dalam pemilihan makanan, pengaruh sosial dalam pemilihan makanan, body image dan body dissatisfaction pada remaja, serta peranan psikologi gizi dan kesehatan dalam promosi kesehatan dan pelaksanaan terapi gizi. Buku ini diperuntukkan bagi mahasiswa, dosen, dan praktisi yang mendalami gizi dan kesehatan serta memberi informasi mengenai peranan psikologi dalam tata laksana gizi dan kesehatan sehingga mempermudah dalam mengomunikasikan serta memberikan motivasi kepada masyarakat atau klien mengenai kondisi gizi dan kesehatannya. Pada buku ini juga dilengkapi latihan soal serta kunci jawaban sehingga memudahkan dalam memahami inti sari mengenai teori yang dijelaskan."
N123039,Psikologi Keperawatan,PN439,PE303,N123,9.79E+12,11/9/2012,Jumlah halaman tidak tersedia,http://books.google.co.id/books?id=WwHvzwEACAAJ&dq=Psikologi&hl=&source=gbs_api,"Buku psikologi keperawatan ini terdiri dari 13 bab, yang secara garis besarnya dikelompokkan menjadi tiga bagian. Pertama, membahas tentang konsep-konsep psikologi, hakikat manusia dan perkembangan manusia. Kedua, membicarakan aspek-aspek psikis manusia antara lain motivasi, emosi dan stress. Ketiga, membahas mengenai pemahaman diri, konsep diri, dan pengembangan diri. Buku ini bermanfaat bagi mahasiswa program studi bimbingan konseling, mahasiswa program studi keperawatan, para guru, dan perawat. Selain itu, buku ini sangat berguna bagi siapa saja yang dalam bekerja banyak berhubungan dengan orang lain."
N123040,Teori Psikologi Kepribadian,PN440,PE303,N123,9.79E+12,5/6/2019,Jumlah halaman tidak tersedia,http://books.google.co.id/books?id=Zp7vzwEACAAJ&dq=Psikologi&hl=&source=gbs_api,"Buku ini menjelaskan bahwa manusia merupakan pribadi yang unik, takkan pernah habis untuk mengulas bagaimana uniknya, dalam buku ini membahas secara mendalam bagaimana manusia dengan latar belakang kehidupan manusia sebagai pribadi yang unik, adaptif dan kreatif."
M123001,Kumpulan Cerita Pengembangan Diri: Cerdas Merawat Diri,PN441,PE303,M123,9.79E+12,4/28/2021,128,https://play.google.com/store/books/details?id=tVksEAAAQBAJ&source=gbs_api,"Aku enggak mau mandi! Dari tadi aku di rumah aja, kok! Kenapa aku harus makan sayur, sih? Aku enggak suka! Pa, aku capek belajar. Aku harus bagaimana, ya? Kenapa sih aku harus tidur cepat? Enakan chatting sama teman di HP. Sejak dini, anak-anak perlu mempunyai kesadaran untuk merawat diri atau self-care. Anak yang mempunyai kemampuan untuk merawat dirinya akan memiliki kesehatan fisik dan kesejahteraan jiwa yang baik, serta lebih mampu menghadapi stres. Kemampuan ini dapat dipelajari dan dikembangkan dengan bantuan orang-orang terdekat. Buku ini berisi 12 cerita yang dapat menjadi bimbingan bagi para pembaca kecil untuk melakukan self-care dalam kehidupan sehari-hari."
M123002,Sukses dari Diri Sendiri: Panduan Mudah Mengenali dan Mengembangkan Potensi Diri,PN442,PE303,M123,9.79E+12,7/1/2019,200,https://play.google.com/store/books/details?id=A5mxDwAAQBAJ&source=gbs_api,"Setiap orang ingin meraih kesuksesan dalam hidupnya, di bidang masing-masing. Namun, kebanyakan orang seringkali mengeluh di tengah proses yang masih berjalan atau ketika berhadapan dengan rintangan eksternal yang mereka rasakan sulit, berat, dan mustahil dilewati. Ujungnya, mereka putus asa, pesimis, tak mau berikhtiar lagi, mencari jalan baru, serta berpikir dalam sudut pandang lain. Keluhan tersebut sejatinya berakar pada ketidakmampuan seseorang untuk mengenali dan menguasai potensi besar dalam dirinya serta kekuatan luar biasa yang terpendam dan perlu dikembangkan. Pendek kata, ia belum selesai dengan diri sendiri. Jika mengelola dan memaksimalkan potensi diri sendiri saja tidak mampu, apalagi menaklukkan tantangan eksternal dari luar dirinya. Maka, mengenali dan mengembangkan potensi diri sendiri merupakan kunci utama kesuksesan. Buku ini menitikberatkan pada aspek diri (internal). Hal ini menyangkut pengenalan terhadap karakter, motivasi, keyakinan, tujuan, harapan, dan habit diri sendiri sebelum berhadapan dengan aspek eksternal. Melalui buku ini, Ihab Majid, motivator Timur Tengah, memandu jalan kita menuju kesuksesan dengan berbagai kiat dan langkah praktis untuk mengenali dan mengembangkan potensi diri kita secara maksimal. â€œSetiap kunci kesuksesan, yang telah Anda pelajari dan dengarkan sampai sekarang, tidaklah cukup. Hal penting yang Anda butuhkan untuk menggapai keinginan yakni: Anda harus percaya bahwa Anda mampu menggapainya. Selanjutnya, kepercayaan Anda kepada diri sendiri akan bertambah.â€"
M123003,Seri Pengembangan Diri Anak: Aku Bisa Jadi Pemimpin,PN443,PE304,M123,9.79E+12,11/30/2018,Jumlah halaman tidak tersedia,http://books.google.co.id/books?id=r2zZzwEACAAJ&dq=Pengembangan+diri&hl=&source=gbs_api,"Deskripsi Produk Setiap orang tua pasti bangga saat anaknya menjadi pemimpin, karena pemimpin akan terlihat unggul dari orang-orang disekitarnya. Karena jiwa kepemimpinan adalah suatu hal yang perlu dibangun, dikembangkan, dan dimiliki oleh setiap insan manusia. Karena pada hakikatnya, manusia diciptakan untuk menjadi pemimpin bagi diri sendiri dan umat dimanapun ia berada. Sebab itulah, banyak orangtua berlomba membentuk karakter pemimpin dalam diri anak sejak dini. Memahami bagaimana cara menumbuhkan jiwa kepemimpinan adalah hal penting yang harus kamu kuasai. Sebab, pada dasarnya jiwa kepemimpinan tidak bisa dimiliki secara singkat atau instan, butuh proses yang cukup panjang untuk mendapatkannya. Anak yang memiliki jiwa kepemimpinan yang baik akan mendapatkan pengakuan dari banyak orang. Namun, sepertinya tidak banyak anak yang berusaha mengembangkan jiwa kepemimpinan mereka meskipun ingin memilikinya, malahan selalu iri kepada anak yang mempunyai jiwa kepemimpinan yang baik. Itu karena sebagian besar anak berpikir bahwa kepemimpinan adalah bakat sejak lahir. Padahal kepemimpinan bukanlah kemampuan yang sudah ditentukan sejak lahir. Semakin dikembangkan akan semakin baik. Mengingat pentingnya memiliki jiwa kepemimpinan maka perlu untuk ditumbuhkan sejak dini. Jiwa kepemimpinan tidak hanya bisa ditumbuhkan dalam lingkup keluarga dan sekolah saja, tetapi juga dapat diajarkan melalui buku. Di dalam buku Seri Pengembangan Diri Anak : Aku Bisa Jadi Pemimpin ini, kamu akan menemukan 7 kiat sukses dari para pemimpin besar di dunia yang akan membantumu untuk menjadi seorang pemimpin yang hebat."
M123004,Pengembangan diri menjadi pribadi mulia,PN444,PE304,M123,9.79E+12,2/11/2013,368,https://play.google.com/store/books/details?id=WmVGDwAAQBAJ&source=gbs_api,"""Saat ini banyak muncul elite-elite muslim di berbagai lembaga pemerintah dan swasta yang mengalami krisis integritas. Kecerdasan intelek hanya mengantarkan sosok kaum muslim menjadi manusai yang memiliki wawasan pengetahuan tentang Islam, tetapi tidak mengantarkannya menjadi muslim yang berakhlak mulia. Sementara itu muncul kelompok putus asa yang kehilangan kepercayaan dan kesabaran dalam menghadapi elite-elite muslim di berbagai lembaga pemerintah yang mengalami krisis integritas. Mereka mencari jalan pintas untuk segera keluar dari kebusukan ini dengan mengembangkan pola pikir dan corak keislaman yang radikal. Padahal Islam adalah ajaran yang berdasarkan pada landasan akidah, syariat, dan al-akhlÃ¯Â¿Â½q al-karÃ¯Â¿Â½mah, akhlak yang mulia. Ini semua tercermin pada perilaku Nabi Muhammad saw., sebagai al-Qur`an hidup. Rasulullah merupakan figur sentral yang menjadi teladan umat Islam dalam kehidupan sosial, intelektual, dan penghayatan nilai-nilai spiritual. Buku ini diharapkan menjadi ragi dalam mengembangkan corak keislaman yang menjadikan seorang muslim menjadi pribadi yang memadukan keyakinan agama yang kuat dengan pengamalan ibadah yang mantap. Dari keyakinan yang kuat dan ibadah yang mantap, melahirkan sosok seorang muslim yang memiliki kesalehan sosial. Seorang muslim yang tampil dengan kepribadian yang mulia, peduli dan berbagi, serta toleran dengan segala perbedaan yang ada. Dari corak keislaman yang memadukan ilmu dan amal, serta akal dan kalbu; diharapkan akan membimbing umat memiliki kekuatan akal atau argumentasi yang kuat untuk menolak corak keislaman yang radikal; sementara pada waktu yang sama akan menguatkan integritas moral dan akhlak."""
M123005,Kekuatan Keyakinan Diri,PN444,PE305,M123,9.78E+12,8/13/2017,154,http://books.google.co.id/books?id=w21YtAEACAAJ&dq=Pengembangan+diri&hl=&source=gbs_api,"Kepercayaan diri adalah salah satu kekuatan terbesar dalam mencapai kesuksesan di bidang kehidupan apapun. Buku ini telah dirancang bagi mereka yang selalu berjuang keras namun tidak dapat mencapai tujuan hidup mereka karena satu dan lain hal. Buku ini memberi mereka Harapan baru, kekuatan dan memenuhi mereka dengan energi baru dan membuka cakrawala kehidupan baru. Bacalah buku itu dengan saksama dan nikmati hidup yang percaya diri, penuh energi untuk mengalahkan semua kesulitan dan kesulitan yang mungkin Anda hadapi dalam hidup Anda di masa depan. Buku ini memberi Anda cara alami dengan mudah mengikuti instruksi dan rahasia untuk mencapai kepercayaan diri, yang merupakan kebutuhan utama bagi kesuksesan hidup Anda."
M123006,Aku bisa jadi kaya dan sukses,PN445,PE306,M123,9.79E+12,Tanggal terbit tidak tersedia,162,http://books.google.co.id/books?id=O1YxzwEACAAJ&dq=Pengembangan+diri&hl=&source=gbs_api,Deskripsi tidak tersedia
M123007,Pengembangan Diri,PN446,PE307,M123,9.79E+12,10/22/2022,247,https://play.google.com/store/books/details?id=l1WtEAAAQBAJ&source=gbs_api,"Manusia tidak hanya berjalan melalui siklus yang monoton dan tidak ada perubahan. Dan waktu ke waktu, sejak masa bayi sampai usia dewasa dan bahkan sampai senior memiliki hasrat untuk Iebih baik lagi, hasrat untuk sukses, dan hasrat untuk menata tangga ke next level. Meningkatkan diri, mengembangkan diri dan berbagai sudut kehidupan mulai dari: kepribadian, sifat, karakter, perilaku, tujuan hidup, kepemimpinan, komunikasi, mental blok, potensi, kebiasaan, integritas, motivasi hidup, kecerdasan, kompetensi, potret diri, pola pikir, mindset, mosnter diri, sisi gelap, burnout, pengenalan akan generasi, dan pengenalan akan uang."
M123008,Pengembangan Diri,PN447,PE308,M123,ISBN tidak tersedia,Tanggal terbit tidak tersedia,86,https://play.google.com/store/books/details?id=2RMaEAAAQBAJ&source=gbs_api,"Pengembangan Diri berbeda. Ini adalah pengantar sebuah subjek, bukan ""Kursus lanjutan."" Tapi saya percaya itu akan membantu Anda menuju signifikan pertumbuhan di bidang kehidupan Anda ini. Saya sangat berharap Anda menemukan buku ini informatif dan bermanfaat. Akan sangat kami hargai jika Anda meluangkan beberapa saat untuk berbagi opini dan posting review untuk buku ini. Ulasan positif Anda membantu kami mencapai pembaca lain dan memberikan umpan balik berharga yang dengannya kami dapat meningkatkan buku di masa depan."
M123009,Pedoman Dan Penyusunan Pengembangan Diri Bagi Guru,PN448,PE308,M123,9.79E+12,9/1/2019,209,https://play.google.com/store/books/details?id=MkXHDwAAQBAJ&source=gbs_api,"Laporan Pengembangan Diri (PD) sifatnya wajib dilakukan, karena dari kegiatan pengembangan diri tersebut dapat dilihat kompentensi seseorang. Pengembangan diri adalah merupakan usaha yang dilakukan dan diarahkan untuk memperoleh sesuatu yang dicapai diri sendiri untuk mengembangkan pengetahuan, ketrampilan, dan kemampuan dari masing-masing individu dalam menentukan satu langkah yang seimbang melalui hati, pikiran, ucapan dan tindakan harus satu. Salah satu hal yang mendasari kita untuk mempelajari segala ilmu terkait pengembangan diri dan motivasi yakni dengan mengetahui rangkaian manfaat dan tujuan didalamnya"
M123010,PSIKOLOGI OLAHRAGA Pengembangan Diri dan Prestasi,PN449,PE308,M123,9.79E+12,12/21/2021,190,https://play.google.com/store/books/details?id=lbNVEAAAQBAJ&source=gbs_api,"Judul : PSIKOLOGI OLAHRAGA Pengembangan Diri dan Prestasi Penulis : Dian Permana, S.Pd., M.Pd Arif Fajar Praetyo, S.Pd., M.Pd Ukuran : 15,5 x 23 cm Tebal : 190 Halaman No ISBN : 978-623-56872-6-1 â€œMengapa Psikologi Olahraga itu penting dalam meraih keberhasilan atlet?â€ Psikologi Olahraga penting karena 1). dapat menjelaskan dan memahami tingkah laku, sifat-sifat, kepribadian atlet; 2). dapat memprediksi gejala-gejala permasalahan psikologik; 3). dapat mengendalikan gejala tingkah laku dalam olahraga. Sehingga berbagai kajian dan penelitian memperoleh simpulan bahwa Psikologi Olahraga merupakan subdisiplin ilmu yang mampu mengembangkan diri dan meningkatkan prestasi atlet. Psikologi Olahraga mampu mengkaji perilaku dari tiga unsur utama prestasi, yaitu atlet itu sendiri, pelatih dan lingkungan. Buku ini membahas hakikat psikologi olahraga, konsep diri, pengembangan diri, kepribadian, perilaku menyimpang, agresivitas, anxiety, motivasi, percaya diri, dan mental training. Aspek-aspek psikologi olahraga tersebut sangat penting dipelajari, difahami dan diterapkan baik oleh atlet maupun pelatih dalam proses pembinaan sehingga mengantarkannya meraih penampilan puncak prestasi. Sebagaimana pepatah mengatakan, â€œProses tidak akan mengkhianati hasilâ€, dan â€œSports is nothing without coachingâ€. Salam Olahraga!"
M123011,Kunci Pengembangan Diri,PN450,PE308,M123,9.79E+12,2/13/2013,228,https://play.google.com/store/books/details?id=FH5cDwAAQBAJ&source=gbs_api,"Buku Kunci Pengembangan Diri merupakan kumpulan tulisan Dra. M. M. Nilam Widyarini, Msi. di Tabloid GAYA HIDUP SEHAT. Topik-topik yang dibahas sangat inspiratif sekaligus mudah untuk diterapkan, dengan landasan ilmiah yang kuat. Diantaranya menbahas mengenai Hidup Harus Bertujuan, Menolong Tanpa Pamrih, Mungkinkah?, Kepribadian yang Matang, dan masih banyak lagi. Beragam topik yang dibahas sehingga bisa memberikan wawasan yang luas bagi mereka yang ingin terus maju, dan meningkatkan, serta mengembangkan diri."
M123012,Rahasia Para Cowok,PN451,PE308,M123,9.79E+12,7/1/2007,202,https://play.google.com/store/books/details?id=Oq90CQAAQBAJ&source=gbs_api,"Kalau kamu cowok normal, kamu pasti punya masalah selama menjalani masa kecowokan kamu. Mulai dari masalah pergaulan dan perasaan kamu sampai maslah seks yang seringkali membuat kamu bingung dengan gejolak-gejolaknya. Nahâ€¦ buku rahasia para cowok ini sengaja hadir untuk menemani masalah-masalah kamu itu. Dalam buku ini, masalah itu akan dijawab para pakar kedokteran dan psikologi yang mengerti banget dengan dunia kami. Jawaban yang diberikan adalah jawaban yang mebumi dan juga menyentuh perasaan serta pikiran kamu. Sebuah buku islami dari Gen Mirqat (Mirqat Group)"
M123013,Catatan Si Pemikir Sederhana,PN452,PE308,M123,ISBN tidak tersedia,9/28/2021,141,https://play.google.com/store/books/details?id=WWlEEAAAQBAJ&source=gbs_api,"Hanya sebuah pengingat sederhana untuk kita yang kadang-kadang lupa. Buku ini seperti menjadi penuntun di kala kehilangan arah. Kata-kata di dalamnya dibalut dengan bahasa yang sangat ringan dan mudah dimengerti. Setiap makna dicatat secara tepat dan memikat. Pembaca akan digiring menikmati proses bersyukur dan mengenali rasa bahagia lewat cara yang sederhana hingga tersadar bahwa kitalah yang harus membuat diri kita bahagia, bukan orang lain. 25% dari hasil royalti penjualan buku akan dikontribusikan untuk kegiatan charity/sosial/kemanusiaan/pendidikan/literasi."
M123014,PELATIHAN DAN PENGEMBANGAN DIRI,PN453,PE309,M123,9.79E+12,6/14/2023,103,https://play.google.com/store/books/details?id=-P7EEAAAQBAJ&source=gbs_api,"Buku ini terdiri dari 5 bab, pelatihan berorganisasi, manajemen diri, manajemen waktu, public speaking, dan manajemen keuangan."
M123015,PEDOMAN MODEL PENGEMBANGAN DIRI UNTUK PESERTA DIDIK DI SEKOLAH/MADRASAH,PN454,PE309,M123,9.79E+12,12/28/2022,178,https://play.google.com/store/books/details?id=n1SkEAAAQBAJ&source=gbs_api,"Manusia sebagai makhluk sosial yangeducableperlumendapatkan pendidikan dan bimbingan untuk menjadikannyamanusiadewasa dan mandiri. Manusia juga makhlukunikyangberbeda antara satu dan lainnya dalam berbagai hal. Pengembangan diridalam struktur kurikulum merupakan fokusyang berkesinambungan dari sasaran program bimbingan dankonseling dan kegiatan ekstrakurikuler. Salah satu tugas Pusat Kurikulum adalahmengembangkanmodel-model kurikulum berdiversifikasi sebagai bahanpertimbangan bagi BSNP (Badan Standar Nasional Pendidikan)untuk dapat menetapkan model-model kurikulum. Salah satu modeladalahModel Pengembangan DiriPesertaDidik.Model ini memberi contoh bagi guru di sekolah/madrasahuntuk menyusun program dan pelaksanaan kegiatansertapenilaiannya. Buku ini disusun sebagai pedoman bagi guru utamanyakonselor, untuk membimbing dan mengkonsel pengembangandiri peserta didik."
